# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 12 09:57:35 2014
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period (val)
# COLUMN pl_orbpererr1:  Orbital Period (upper unc)
# COLUMN pl_orbpererr2:  Orbital Period (lower unc)
# COLUMN pl_orbperlim:   Orbital Period (limit flag)
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis (val)
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis (upper unc)
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis (lower unc)
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis (limit flag)
# COLUMN pl_orbeccen:    Eccentricity (val)
# COLUMN pl_orbeccenerr1: Eccentricity (upper unc)
# COLUMN pl_orbeccenerr2: Eccentricity (lower unc)
# COLUMN pl_orbeccenlim: Eccentricity (limit flag)
# COLUMN pl_orbincl:     Inclination (val)
# COLUMN pl_orbinclerr1: Inclination (upper unc)
# COLUMN pl_orbinclerr2: Inclination (lower unc)
# COLUMN pl_orbincllim:  Inclination (limit flag)
# COLUMN pl_massj:       Planet Mass [jup] (val)
# COLUMN pl_massjerr1:   Planet Mass [jup] (upper unc)
# COLUMN pl_massjerr2:   Planet Mass [jup] (lower unc)
# COLUMN pl_massjlim:    Planet Mass [jup] (limit flag)
# COLUMN pl_msinij:      Planet M*sin(i) [jup] (val)
# COLUMN pl_msinijerr1:  Planet M*sin(i) [jup] (upper unc)
# COLUMN pl_msinijerr2:  Planet M*sin(i) [jup] (lower unc)
# COLUMN pl_msinijlim:   Planet M*sin(i) [jup] (limit flag)
# COLUMN pl_radj:        Planet Radius (val)
# COLUMN pl_radjerr1:    Planet Radius (upper unc)
# COLUMN pl_radjerr2:    Planet Radius (lower unc)
# COLUMN pl_radjlim:     Planet Radius (limit flag)
# COLUMN pl_dens:        Planet Density (val)
# COLUMN pl_denserr1:    Planet Density (upper unc)
# COLUMN pl_denserr2:    Planet Density (lower unc)
# COLUMN pl_denslim:     Planet Density (limit flag)
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance (val)
# COLUMN st_disterr1:    Distance (upper unc)
# COLUMN st_disterr2:    Distance (lower unc)
# COLUMN st_distlim:     Distance (limit flag)
# COLUMN st_vj:          V-band (val)
# COLUMN st_vjerr:       V-band (unc)
# COLUMN st_vjlim:       V-band (limit flag)
# COLUMN st_vjblend:     V-band (blend flag)
# COLUMN st_teff:        Effective Temperature (val)
# COLUMN st_tefferr:     Effective Temperature (unc)
# COLUMN st_tefflim:     Effective Temperature (limit flag)
# COLUMN st_teffblend:   Effective Temperature (blend flag)
# COLUMN st_mass:        Stellar Mass (val)
# COLUMN st_masserr:     Stellar Mass (unc)
# COLUMN st_masslim:     Stellar Mass (limit flag)
# COLUMN st_massblend:   Stellar Mass (blend flag)
# COLUMN st_rad:         Stellar Radius (val)
# COLUMN st_raderr:      Stellar Radius (unc)
# COLUMN st_radlim:      Stellar Radius (limit flag)
# COLUMN st_radblend:    Stellar Radius (blend flag)
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
# COLUMN st_sp:          Spectral Type (val)
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type (unc)
# COLUMN st_splim:       Spectral Type (limit flag)
# COLUMN st_spblend:     Spectral Type (blend flag)
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,st_sp,st_spstr,st_sperr,st_splim,st_spblend
804,Kepler-83,b,Transit,2,9.77000000,,,0,,,,,,,,,,,,,,,,,,,,,0.252,0.037,-0.037,0,,,,,1,1,18h48m55.80s,282.232513,+43d39m56.3s,43.665627,,,,,,,,,4648.00,,0,0,0.66,0.41,0,0,0.61,0.03,0,0,,,,,,,
805,Kepler-83,c,Transit,2,20.09000000,,,0,,,,,,,,,,,,,,,,,,,,,0.211,0.031,-0.031,0,,,,,1,1,18h48m55.80s,282.232513,+43d39m56.3s,43.665627,,,,,,,,,4648.00,,0,0,0.66,0.41,0,0,0.61,0.03,0,0,,,,,,,
806,Kepler-84,b,Transit,2,8.72600000,,,0,,,,,,,,,,,,,,,,,,,,,0.199,0.009,-0.009,0,,,,,1,1,19h53m00.49s,298.252045,+40d29m45.9s,40.496075,,,,,,,,,5755.00,,0,0,1.00,0.42,0,0,1.43,0.05,0,0,,,,,,,
807,Kepler-84,c,Transit,2,12.88300000,,,0,,,,,,,,,,,,,,,,,,,,,0.211,0.010,-0.010,0,,,,,1,1,19h53m00.49s,298.252045,+40d29m45.9s,40.496075,,,,,,,,,5755.00,,0,0,1.00,0.42,0,0,1.43,0.05,0,0,,,,,,,
808,Kepler-85,b,Transit,2,8.30600000,,,0,,,,,,,,,,,,,,,,,,,,,0.176,0.009,-0.009,0,,,,,1,1,19h23m53.62s,290.973419,+45d17m25.1s,45.290318,,,,,,,,,5497.00,,0,0,0.92,0.40,0,0,1.24,0.05,0,0,,,,,,,
809,Kepler-85,c,Transit,2,12.51300000,,,0,,,,,,,,,,,,,,,,,,,,,0.194,0.009,-0.009,0,,,,,1,1,19h23m53.62s,290.973419,+45d17m25.1s,45.290318,,,,,,,,,5497.00,,0,0,0.92,0.40,0,0,1.24,0.05,0,0,,,,,,,
810,PH2,b,Transit,1,282.52550000,0.00100000,-0.00100000,0,0.828000,0.009000,-0.009000,0,0.410000,0.080000,-0.290000,0,89.830,0.030,-0.020,0,,,,,,,,,0.903,0.050,-0.050,0,,,,,0,1,19h19m03.26s,289.763580,+51d57m45.4s,51.962601,,,,,,,,,5629.00,42.00,0,0,0.94,0.02,0,0,1.00,0.05,0,0,,,,,,,
811,Kepler-87,b,Transit,2,114.73635000,0.00015000,-0.00015000,0,0.481000,0.026000,-0.028000,0,0.036000,0.009000,-0.009000,0,89.274,0.034,-0.030,0,1.02000,0.02800,-0.02800,0,,,,,1.204,0.049,-0.049,0,0.72900,0.02600,-0.02600,0,0,1,19h51m40.05s,297.916870,+46d57m54.5s,46.965130,,,,,,,,,5600.00,50.00,0,0,1.10,0.05,0,0,1.82,0.04,0,0,,,,,,,
812,Kepler-87,c,Transit,2,191.23180000,0.00150000,-0.00150000,0,0.676000,0.037000,-0.040000,0,0.039000,0.012000,-0.012000,0,89.588,0.031,-0.027,0,0.02000,0.00300,-0.00300,0,,,,,0.548,0.026,-0.026,0,0.15200,0.01900,-0.01900,0,0,1,19h51m40.05s,297.916870,+46d57m54.5s,46.965130,,,,,,,,,5600.00,50.00,0,0,1.10,0.05,0,0,1.82,0.04,0,0,,,,,,,
813,KOI-142,b,Transit,2,10.95416000,0.00011000,-0.00013000,0,,,,,0.055930,0.000470,-0.000310,0,89.055,0.074,-0.070,0,0.02700,0.00800,-0.00800,0,,,,,0.337,0.035,-0.032,0,0.87000,0.42000,-0.31000,0,1,1,19h24m35.54s,291.148102,+40d40m09.9s,40.669407,339.00,25.00,-23.00,0,,,,,5471.00,50.00,0,0,0.96,0.04,0,0,0.88,0.03,0,0,,,4.60,G6 V,,0,0
814,KOI-142,c,Transit Timing Variations,2,22.33950000,0.00190000,-0.00170000,0,0.155250,,,0,0.056280,0.001400,-0.002800,0,86.200,1.300,-1.600,0,0.62600,0.02900,-0.03300,0,,,,,,,,,,,,,0,1,19h24m35.54s,291.148102,+40d40m09.9s,40.669407,339.00,25.00,-23.00,0,,,,,5471.00,50.00,0,0,0.96,0.04,0,0,0.88,0.03,0,0,,,4.60,G6 V,,0,0
815,KOI-94,b,Transit,4,3.74320800,0.00001500,-0.00001500,0,0.051190,0.000670,-0.000670,0,0.250000,0.170000,-0.170000,0,89.300,0.570,-0.570,0,0.03300,0.01400,-0.01400,0,,,,,0.153,0.014,-0.014,0,10.10000,5.50000,-5.50000,0,0,1,19h49m19.94s,297.333069,+41d53m28.0s,41.891117,,,,,,,,,6182.00,58.00,0,0,1.28,0.05,0,0,1.52,0.14,0,0,,,,,,,
816,KOI-94,c,Transit,4,10.42364800,0.00001600,-0.00001600,0,0.101300,0.001300,-0.001300,0,0.430000,0.230000,-0.230000,0,88.360,0.750,-0.750,0,0.04900,0.01800,-0.04900,0,,,,,0.385,0.037,-0.037,0,0.91000,0.36000,-0.91000,0,1,1,19h49m19.94s,297.333069,+41d53m28.0s,41.891117,,,,,,,,,6182.00,58.00,0,0,1.28,0.05,0,0,1.52,0.14,0,0,,,,,,,
817,KOI-94,d,Transit,4,22.34298900,0.00000670,-0.00000670,0,0.168400,0.002200,-0.002200,0,0.022000,0.038000,-0.038000,0,89.871,0.123,-0.123,0,0.33400,0.03500,-0.03500,0,,,,,1.005,0.095,-0.095,0,0.36300,0.10100,-0.10100,0,1,1,19h49m19.94s,297.333069,+41d53m28.0s,41.891117,,,,,,,,,6182.00,58.00,0,0,1.28,0.05,0,0,1.52,0.14,0,0,,,,,,,
818,KOI-94,e,Transit,4,54.32031000,0.00012000,-0.00012000,0,0.304600,0.004000,-0.004000,0,0.019000,0.230000,-0.230000,0,89.760,0.150,-0.150,0,0.11000,0.05700,-0.08800,0,,,,,0.585,0.055,-0.055,0,0.60000,0.26000,-0.56000,0,1,1,19h49m19.94s,297.333069,+41d53m28.0s,41.891117,,,,,,,,,6182.00,58.00,0,0,1.28,0.05,0,0,1.52,0.14,0,0,,,,,,,
819,KOI-351,b,Transit,7,7.00815100,0.00001900,-0.00001900,0,0.074000,0.016000,-0.016000,0,,,,,89.400,1.500,-1.500,0,,,,,,,,,0.117,0.015,-0.015,0,,,,,0,1,18h57m44.04s,284.433502,+49d18m18.6s,49.305161,780.00,100.00,-100.00,0,,,,,6080.00,260.00,0,0,1.20,0.10,0,0,1.20,0.10,0,0,,,,,,,
820,KOI-351,c,Transit,7,8.71937500,0.00002700,-0.00002700,0,0.089000,0.012000,-0.012000,0,,,,,89.680,0.740,-0.740,0,,,,,,,,,0.106,0.012,-0.012,0,,,,,0,1,18h57m44.04s,284.433502,+49d18m18.6s,49.305161,780.00,100.00,-100.00,0,,,,,6080.00,260.00,0,0,1.20,0.10,0,0,1.20,0.10,0,0,,,,,,,
821,KOI-351,d,Transit,7,59.73667000,0.00038000,-0.00038000,0,0.320000,0.050000,-0.050000,0,,,,,89.710,0.290,-0.290,0,,,,,,,,,0.256,0.027,-0.027,0,,,,,0,1,18h57m44.04s,284.433502,+49d18m18.6s,49.305161,780.00,100.00,-100.00,0,,,,,6080.00,260.00,0,0,1.20,0.10,0,0,1.20,0.10,0,0,,,,,,,
822,KOI-351,e,Transit,7,91.93913000,0.00073000,-0.00073000,0,0.420000,0.060000,-0.060000,0,,,,,89.790,0.190,-0.190,0,,,,,,,,,0.237,0.026,-0.026,0,,,,,0,1,18h57m44.04s,284.433502,+49d18m18.6s,49.305161,780.00,100.00,-100.00,0,,,,,6080.00,260.00,0,0,1.20,0.10,0,0,1.20,0.10,0,0,,,,,,,
823,KOI-351,f,Transit,7,124.91440000,0.00190000,-0.00190000,0,0.480000,0.090000,-0.090000,0,,,,,89.770,0.310,-0.310,0,,,,,,,,,0.257,0.046,-0.046,0,,,,,0,1,18h57m44.04s,284.433502,+49d18m18.6s,49.305161,780.00,100.00,-100.00,0,,,,,6080.00,260.00,0,0,1.20,0.10,0,0,1.20,0.10,0,0,,,,,,,
824,KOI-351,g,Transit,7,210.60697000,0.00043000,-0.00043000,,0.710000,0.080000,-0.080000,0,,,,,89.800,0.060,-0.060,0,,,,,,,,,0.723,0.071,-0.071,0,,,,,0,1,18h57m44.04s,284.433502,+49d18m18.6s,49.305161,780.00,100.00,-100.00,0,,,,,6080.00,260.00,0,0,1.20,0.10,0,0,1.20,0.10,0,0,,,,,,,
825,KOI-351,h,Transit,7,331.60059000,0.00037000,-0.00037000,0,1.010000,0.110000,-0.110000,0,,,,,89.600,1.300,-1.300,0,,,,,,,,,1.008,0.089,-0.089,0,,,,,0,1,18h57m44.04s,284.433502,+49d18m18.6s,49.305161,780.00,100.00,-100.00,0,,,,,6080.00,260.00,0,0,1.20,0.10,0,0,1.20,0.10,0,0,,,,,,,
826,Kepler-91,b,Transit,1,6.24658000,0.00008200,-0.00008200,0,0.072000,0.002000,-0.007000,0,0.066000,0.013000,-0.017000,0,68.500,1.000,-1.600,0,0.88000,0.17000,-0.33000,0,,,,,1.384,0.011,-0.054,0,0.44000,0.13000,-0.07000,0,0,1,19h02m41.49s,285.672882,+44d07m00.2s,44.116734,1030.00,150.00,-130.00,0,,,,,4550.00,75.00,0,0,1.31,0.10,0,0,6.30,0.16,0,0,,,5.30,K3,,0,0
827,KOI-285,b,Transit,2,13.74900000,,,0,,,,,,,,,,,,,0.20200,0.04400,-0.04400,0,,,,,0.313,0.009,-0.009,0,,,,,1,1,19h16m20.65s,289.086060,+41d33m46.6s,41.562943,,,,,,,,,5883.00,,0,0,1.21,0.08,0,0,1.70,0.05,0,0,,,,,,,
828,KOI-285,c,Transit,2,26.72300000,,,0,,,,,,,,,,,,,0.01900,0.00600,-0.00600,0,,,,,0.232,0.007,-0.007,0,,,,,1,1,19h16m20.65s,289.086060,+41d33m46.6s,41.562943,,,,,,,,,5883.00,,0,0,1.21,0.08,0,0,1.70,0.05,0,0,,,,,,,
829,Kepler-93,b,Transit,2,4.72674000,,,0,,,,,,,,,,,,,0.00800,0.00600,-0.00600,0,,,,,0.134,0.003,-0.003,0,4.17000,3.29000,-3.29000,0,0,1,19h25m40.39s,291.418274,+38d40m20.5s,38.672356,,,,,,,,,5669.00,75.00,0,0,0.91,0.06,0,0,0.92,0.02,0,0,,,,,,,
830,Kepler-93,c,Radial Velocity,2,1460.00000000,,,-1,,,,,,,,,,,,,3.00000,,,-1,,,,,,,,,,,,,0,1,19h25m40.39s,291.418274,+38d40m20.5s,38.672356,,,,,,,,,5669.00,75.00,0,0,0.91,0.06,0,0,0.92,0.02,0,0,,,,,,,
831,Kepler-94,b,Transit,2,2.50806000,,,0,,,,,,,,,,,,,0.03400,0.00400,-0.00400,0,,,,,0.313,0.013,-0.013,0,1.45000,0.26000,-0.26000,0,0,1,18h44m46.74s,281.194733,+47d29m49.7s,47.497147,,,,,,,,,4781.00,98.00,0,0,0.81,0.06,0,0,0.76,0.03,0,0,,,,,,,
832,Kepler-94,c,Radial Velocity,2,820.30000000,3.00000000,-3.00000000,0,,,,,,,,,,,,,9.83600,0.62900,-0.62900,0,,,,,,,,,,,,,0,1,18h44m46.74s,281.194733,+47d29m49.7s,47.497147,,,,,,,,,4781.00,98.00,0,0,0.81,0.06,0,0,0.76,0.03,0,0,,,,,,,
833,Kepler-95,b,Transit,1,11.52310000,,,0,,,,,,,,,,,,,0.04100,0.00900,-0.00900,0,,,,,0.305,0.008,-0.008,0,1.71000,0.37000,-0.37000,0,0,1,18h57m55.79s,284.482452,+44d23m52.9s,44.398037,,,,,,,,,5699.00,74.00,0,0,1.08,0.08,0,0,1.41,0.04,0,0,,,,,,,
834,Kepler-96,b,Transit,1,16.23850000,,,0,,,,,,,,,,,,,0.02700,0.01100,-0.01100,0,,,,,0.238,0.020,-0.020,0,2.26000,1.11000,-1.11000,0,0,1,19h48m16.71s,297.069641,+40d31m30.5s,40.525143,,,,,,,,,5690.00,73.00,0,0,1.00,0.06,0,0,1.02,0.09,0,0,,,,,,,
835,Kepler-97,b,Transit,2,2.58664000,,,0,,,,,,,,,,,,,0.01100,0.00600,-0.00600,0,,,,,0.132,0.012,-0.012,0,5.44000,3.48000,-3.48000,0,0,1,19h09m18.39s,287.326630,+48d40m24.4s,48.673431,,,,,,,,,5779.00,74.00,0,0,0.94,0.06,0,0,0.98,0.09,0,0,,,,,,,
836,Kepler-97,c,Radial Velocity,2,789.00000000,,,-1,,,,,,,,,,,,,1.08000,,,-1,,,,,,,,,,,,,0,1,19h09m18.39s,287.326630,+48d40m24.4s,48.673431,,,,,,,,,5779.00,74.00,0,0,0.94,0.06,0,0,0.98,0.09,0,0,,,,,,,
837,Kepler-98,b,Transit,1,1.54168000,,,0,,,,,,,,,,,,,0.01100,0.00500,-0.00500,0,,,,,0.178,0.020,-0.020,0,2.18000,1.21000,-1.21000,0,0,1,19h02m38.80s,285.661652,+37d57m52.2s,37.964504,,,,,,,,,5539.00,73.00,0,0,0.99,0.06,0,0,1.11,0.12,0,0,,,,,,,
838,Kepler-99,b,Transit,1,4.60358000,,,0,,,,,,,,,,,,,0.01900,0.00400,-0.00400,0,,,,,0.132,0.007,-0.007,0,10.90000,2.82000,-2.82000,0,0,1,19h49m24.96s,297.354004,+41d18m00.2s,41.300049,,,,,,,,,4782.00,129.00,0,0,0.79,0.06,0,0,0.73,0.04,0,0,,,,,,,
839,Kepler-100,b,Transit,3,6.88705000,,,0,,,,,,,,,,,,,0.02300,0.01000,-0.01000,0,,,,,0.118,0.004,-0.004,0,14.25000,6.33000,-6.33000,0,0,1,19h25m32.64s,291.385986,+41d59m25.0s,41.990273,,,,,,,,,5825.00,75.00,0,0,1.08,0.06,0,0,1.49,0.04,0,0,,,,,,,
840,Kepler-100,c,Transit,3,12.81590000,,,0,,,,,,,,,,,,,0.00300,0.01300,-0.01300,0,,,,,0.196,0.004,-0.004,0,0.35000,1.65000,-1.65000,0,0,1,19h25m32.64s,291.385986,+41d59m25.0s,41.990273,,,,,,,,,5825.00,75.00,0,0,1.08,0.06,0,0,1.49,0.04,0,0,,,,,,,
841,Kepler-100,d,Transit,3,35.33310000,,,0,,,,,,,,,,,,,0.00900,,,1,,,,,0.144,0.004,-0.004,0,,,,,0,1,19h25m32.64s,291.385986,+41d59m25.0s,41.990273,,,,,,,,,5825.00,75.00,0,0,1.08,0.06,0,0,1.49,0.04,0,0,,,,,,,
842,Kepler-102,b,Transit,5,5.28696000,,,0,,,,,,,,,,,,,0.00100,0.00500,-0.00500,0,,,,,0.042,0.002,-0.002,0,23.29000,94.93000,-94.93000,0,0,1,18h45m55.86s,281.482758,+47d12m28.9s,47.208031,,,,,,,,,4909.00,41.00,0,0,0.81,0.04,0,0,0.76,0.07,0,0,,,,,,,
843,Kepler-102,c,Transit,5,7.07142000,,,0,,,,,,,,,,,,,0.00900,,,1,,,,,0.052,0.002,-0.002,0,,,,,0,1,18h45m55.86s,281.482758,+47d12m28.9s,47.208031,,,,,,,,,4909.00,41.00,0,0,0.81,0.04,0,0,0.76,0.07,0,0,,,,,,,
844,Kepler-102,d,Transit,5,10.31170000,,,0,,,,,,,,,,,,,0.01200,0.00600,-0.00600,0,,,,,0.105,0.004,-0.004,0,13.27000,6.46000,-6.46000,0,0,1,18h45m55.86s,281.482758,+47d12m28.9s,47.208031,,,,,,,,,4909.00,41.00,0,0,0.81,0.04,0,0,0.76,0.07,0,0,,,,,,,
845,Kepler-102,e,Transit,5,16.14570000,,,0,,,,,,,,,,,,,0.02800,0.00600,-0.00600,0,,,,,0.198,0.006,-0.006,0,4.68000,1.12000,-1.12000,0,0,1,18h45m55.86s,281.482758,+47d12m28.9s,47.208031,,,,,,,,,4909.00,41.00,0,0,0.81,0.04,0,0,0.76,0.07,0,0,,,,,,,
846,Kepler-102,f,Transit,5,27.45360000,,,0,,,,,,,,,,,,,0.00200,0.01000,-0.01000,0,,,,,0.079,0.003,-0.003,0,4.92000,24.50000,-24.50000,0,0,1,18h45m55.86s,281.482758,+47d12m28.9s,47.208031,,,,,,,,,4909.00,41.00,0,0,0.81,0.04,0,0,0.76,0.07,0,0,,,,,,,
847,Kepler-103,b,Transit,2,15.96540000,,,0,,,,,,,,,,,,,0.03100,0.02700,-0.02700,0,,,,,0.301,0.008,-0.008,0,1.38000,1.40000,-1.40000,0,0,1,19h15m56.29s,288.984558,+40d03m52.3s,40.064522,,,,,,,,,5845.00,88.00,0,0,1.09,0.07,0,0,1.44,0.04,0,0,,,,,,,
848,Kepler-103,c,Transit,2,179.61200000,,,0,,,,,,,,,,,,,0.11400,0.07900,-0.07900,0,,,,,0.459,0.012,-0.012,0,1.47000,1.20000,-1.20000,0,0,1,19h15m56.29s,288.984558,+40d03m52.3s,40.064522,,,,,,,,,5845.00,88.00,0,0,1.09,0.07,0,0,1.44,0.04,0,0,,,,,,,
849,Kepler-105,b,Transit,2,5.41220000,0.00002000,-0.00002000,0,0.066000,0.003000,-0.003000,0,0.470000,0.050000,-0.470000,0,85.940,1.870,-3.880,0,,,,,,,,,0.429,0.136,-0.136,0,,,,,0,1,19h11m32.96s,287.887329,+46d16m34.5s,46.276237,,,,,,,,,6397.00,95.00,0,0,1.28,0.12,0,0,1.58,0.53,0,0,,,,,,,
850,Kepler-106,b,Transit,4,6.16486000,,,0,,,,,,,,,,,,,0.00050,0.00880,-0.00880,0,,,,,0.073,0.010,-0.010,0,1.26000,26.26000,-26.26000,0,0,1,20h03m27.36s,300.863983,+44d20m15.2s,44.337555,,,,,,,,,5858.00,114.00,0,0,1.00,0.06,0,0,1.04,0.17,0,0,,,,,,,
851,Kepler-106,c,Transit,4,13.57080000,,,0,,,,,,,,,,,,,0.03300,0.01000,-0.01000,0,,,,,0.223,0.029,-0.029,0,3.28000,1.56000,-1.56000,0,0,1,20h03m27.36s,300.863983,+44d20m15.2s,44.337555,,,,,,,,,5858.00,114.00,0,0,1.00,0.06,0,0,1.04,0.17,0,0,,,,,,,
852,Kepler-106,d,Transit,4,23.98020000,,,0,,,,,,,,,,,,,0.02500,,,1,,,,,0.085,0.012,-0.012,0,,,,,0,1,20h03m27.36s,300.863983,+44d20m15.2s,44.337555,,,,,,,,,5858.00,114.00,0,0,1.00,0.06,0,0,1.04,0.17,0,0,,,,,,,
853,Kepler-106,e,Transit,4,43.84450000,,,0,,,,,,,,,,,,,0.03500,0.01800,-0.01800,0,,,,,0.228,0.029,-0.029,0,3.10000,2.07000,-2.07000,0,0,1,20h03m27.36s,300.863983,+44d20m15.2s,44.337555,,,,,,,,,5858.00,114.00,0,0,1.00,0.06,0,0,1.04,0.17,0,0,,,,,,,
854,Kepler-109,b,Transit,2,6.48163000,,,0,,,,,,,,,,,,,0.00400,0.01700,-0.01700,0,,,,,0.211,0.006,-0.006,0,0.30000,2.20000,-2.20000,0,0,1,19h21m34.26s,290.392731,+40d17m05.5s,40.284874,,,,,,,,,5952.00,75.00,0,0,1.04,0.06,0,0,1.32,0.04,0,0,,,,,,,
855,Kepler-109,c,Transit,2,21.22270000,,,0,,,,,,,,,,,,,0.00700,0.02500,-0.02500,0,,,,,0.225,0.006,-0.006,0,0.65000,2.30000,-2.30000,0,0,1,19h21m34.26s,290.392731,+40d17m05.5s,40.284874,,,,,,,,,5952.00,75.00,0,0,1.04,0.06,0,0,1.32,0.04,0,0,,,,,,,
856,Kepler-113,b,Transit,2,4.75400000,,,0,,,,,,,,,,,,,0.03700,0.01300,-0.01300,0,,,,,0.162,0.004,-0.004,0,10.73000,3.90000,-3.90000,0,0,1,19h11m59.49s,287.997894,+50d56m39.6s,50.944332,,,,,,,,,4725.00,74.00,0,0,0.75,0.06,0,0,0.69,0.02,0,0,,,,,,,
857,Kepler-113,c,Transit,2,8.92507000,,,0,,,,,,,,,,,,,0.02700,,,1,,,,,0.194,0.005,-0.005,0,,,,,0,1,19h11m59.49s,287.997894,+50d56m39.6s,50.944332,,,,,,,,,4725.00,74.00,0,0,0.75,0.06,0,0,0.69,0.02,0,0,,,,,,,
858,KOI-156,c,Transit,2,8.04100000,,,0,,,,,,,,,,,,,0.00900,0.00200,-0.00200,0,,,,,0.143,0.016,-0.016,0,,,,,1,1,19h36m29.14s,294.121429,+48d20m58.3s,48.349525,,,,,,,,,4619.00,,0,0,0.56,0.06,0,0,0.54,0.06,0,0,,,,,,,
859,KOI-156,d,Transit,2,11.77600000,,,0,,,,,,,,,,,,,0.01200,0.00500,-0.00500,0,,,,,0.226,0.025,-0.025,0,,,,,1,1,19h36m29.14s,294.121429,+48d20m58.3s,48.349525,,,,,,,,,4619.00,,0,0,0.56,0.06,0,0,0.54,0.06,0,0,,,,,,,
860,KOI-274,b,Transit,2,15.09000000,,,0,,,,,,,,,,,,,0.09700,0.01900,-0.01900,0,,,,,0.101,0.003,-0.003,0,,,,,1,1,18h49m58.13s,282.492218,+43d58m48.8s,43.980213,,,,,,,,,6090.00,,0,0,1.18,0.07,0,0,1.66,0.04,0,0,,,,,,,
861,KOI-274,c,Transit,2,22.80400000,,,0,,,,,,,,,,,,,0.10500,0.01000,-0.01000,0,,,,,0.101,0.003,-0.003,0,,,,,1,1,18h49m58.13s,282.492218,+43d58m48.8s,43.980213,,,,,,,,,6090.00,,0,0,1.18,0.07,0,0,1.66,0.04,0,0,,,,,,,
862,Kepler-130,c,Transit,3,27.50868000,0.00006000,-0.00007000,0,0.178000,0.005000,-0.005000,0,0.000000,0.070000,0.000000,0,89.340,0.660,-0.310,0,,,,,,,,,0.259,0.022,-0.022,0,,,,,0,1,19h13m48.16s,288.450653,+40d14m43.1s,40.245304,,,,,,,,,5879.00,48.00,0,0,1.00,0.09,0,0,1.17,0.10,0,0,,,,,,,
863,Kepler-131,b,Transit,2,16.09200000,,,0,,,,,,,,,,,,,0.05100,0.01100,-0.01100,0,,,,,0.215,0.018,-0.018,0,6.00000,1.98000,-1.98000,0,0,1,19h14m07.40s,288.530823,+40d56m32.3s,40.942303,,,,,,,,,5685.00,74.00,0,0,1.02,0.06,0,0,1.03,0.10,0,0,,,,,,,
864,Kepler-131,c,Transit,2,25.51690000,,,0,,,,,,,,,,,,,0.02600,0.01900,-0.01900,0,,,,,0.075,0.006,-0.006,0,77.70000,55.00000,-55.00000,0,0,1,19h14m07.40s,288.530823,+40d56m32.3s,40.942303,,,,,,,,,5685.00,74.00,0,0,1.02,0.06,0,0,1.03,0.10,0,0,,,,,,,
865,Kepler-138,c,Transit,2,13.78164000,0.00019000,-0.00014000,0,,,,,0.050000,0.049000,-0.025000,0,,,,,0.01200,0.00500,-0.00400,0,,,,,0.144,0.014,-0.013,0,5.00000,3.00000,-2.00000,0,1,1,19h21m31.57s,290.381561,+43d17m34.7s,43.292973,,,,,,,,,3871.00,58.00,0,0,0.57,0.05,0,0,0.54,0.05,0,0,,,6.10,M1 V,,0,0
866,Kepler-138,d,Transit,2,23.08933000,0.00071000,-0.00071000,0,,,,,0.024000,0.030000,-0.016000,0,,,,,0.00300,0.00100,-0.00100,0,,,,,0.144,0.014,-0.013,0,1.31000,0.82000,-0.54000,0,1,1,19h21m31.57s,290.381561,+43d17m34.7s,43.292973,,,,,,,,,3871.00,58.00,0,0,0.57,0.05,0,0,0.54,0.05,0,0,,,6.10,M1 V,,0,0
